image_path,full_latency_ms
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_21.jpg,44.953
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_238.jpg,53.555
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_240.jpg,42.774
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_241.jpg,45.013
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_243.jpg,55.167
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_244.jpg,43.015
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_245.jpg,41.741
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_246.jpg,44.929
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_3.jpg,48.220
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_343.jpg,43.005
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_345.jpg,44.920
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_347.jpg,42.941
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_5.jpg,42.103
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonhoristontal2_onsdag_8.jpg,42.819
/home/itk/Desktop/Andreas/AWAS-Project/AFTI_PMID_SINGLE_CLASS_TESTING_backup_20250215_134318/val/images/zooplanktonwp2_60.jpg,44.489

metric,value
mean_ms,44.624
std_ms,3.610
p50_ms,43.110
p90_ms,50.243
p99_ms,54.978
fps,22.410
